Calculation1,School,City,County/State/Country,Measure Names,Measure Values
SEQUOIA HIGH SCHOOL052605,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,Adm GPA,4.136875
SEQUOIA HIGH SCHOOL052605,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,App GPA,3.964333333
SERRANO HIGH SCHOOL052437,SERRANO HIGH SCHOOL,Phelan,San Bernardino,Enrl GPA,
SERRANO HIGH SCHOOL052437,SERRANO HIGH SCHOOL,Phelan,San Bernardino,Adm GPA,
SERRANO HIGH SCHOOL052437,SERRANO HIGH SCHOOL,Phelan,San Bernardino,App GPA,4.03
SHADOW HILLS HIGH SCHOOL054345,SHADOW HILLS HIGH SCHOOL,Indio,Riverside,Enrl GPA,
SHADOW HILLS HIGH SCHOOL054345,SHADOW HILLS HIGH SCHOOL,Indio,Riverside,Adm GPA,
SHADOW HILLS HIGH SCHOOL054345,SHADOW HILLS HIGH SCHOOL,Indio,Riverside,App GPA,3.9505
SHAFTER HIGH SCHOOL053360,SHAFTER HIGH SCHOOL,Shafter,Kern,Enrl GPA,
SHAFTER HIGH SCHOOL053360,SHAFTER HIGH SCHOOL,Shafter,Kern,Adm GPA,
SHAFTER HIGH SCHOOL053360,SHAFTER HIGH SCHOOL,Shafter,Kern,App GPA,3.761
SHASTA HIGH SCHOOL052585,SHASTA HIGH SCHOOL,Redding,Shasta,Enrl GPA,
SHASTA HIGH SCHOOL052585,SHASTA HIGH SCHOOL,Redding,Shasta,Adm GPA,
SHASTA HIGH SCHOOL052585,SHASTA HIGH SCHOOL,Redding,Shasta,App GPA,4.101176471
SHELDON HIGH SCHOOL052792,SHELDON HIGH SCHOOL,Sacramento,Sacramento,Enrl GPA,
SHELDON HIGH SCHOOL052792,SHELDON HIGH SCHOOL,Sacramento,Sacramento,Adm GPA,4.204
SHELDON HIGH SCHOOL052792,SHELDON HIGH SCHOOL,Sacramento,Sacramento,App GPA,3.836
SHERMAN E BURROUGHS HS050550,SHERMAN E BURROUGHS HS,Ridgecrest,Kern,Enrl GPA,
SHERMAN E BURROUGHS HS050550,SHERMAN E BURROUGHS HS,Ridgecrest,Kern,Adm GPA,
SHERMAN E BURROUGHS HS050550,SHERMAN E BURROUGHS HS,Ridgecrest,Kern,App GPA,4.067142857
SHERMAN OAKS CTR ENRCHED STDS052617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,Enrl GPA,
SHERMAN OAKS CTR ENRCHED STDS052617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,Adm GPA,4.258
SHERMAN OAKS CTR ENRCHED STDS052617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,App GPA,4.033061224
SIERRA HIGH SCHOOL051903,SIERRA HIGH SCHOOL,Manteca,San Joaquin,Enrl GPA,
SIERRA HIGH SCHOOL051903,SIERRA HIGH SCHOOL,Manteca,San Joaquin,Adm GPA,
SIERRA HIGH SCHOOL051903,SIERRA HIGH SCHOOL,Manteca,San Joaquin,App GPA,3.823793103
SIERRA PACIFIC HIGH SCHOOL054422,SIERRA PACIFIC HIGH SCHOOL,Hanford,Kings,Enrl GPA,
SIERRA PACIFIC HIGH SCHOOL054422,SIERRA PACIFIC HIGH SCHOOL,Hanford,Kings,Adm GPA,
SIERRA PACIFIC HIGH SCHOOL054422,SIERRA PACIFIC HIGH SCHOOL,Hanford,Kings,App GPA,4.103529412
SIERRA VISTA HIGH SCHOOL050228,SIERRA VISTA HIGH SCHOOL,Baldwin Park,Los Angeles,Enrl GPA,
SIERRA VISTA HIGH SCHOOL050228,SIERRA VISTA HIGH SCHOOL,Baldwin Park,Los Angeles,Adm GPA,4.2775
SIERRA VISTA HIGH SCHOOL050228,SIERRA VISTA HIGH SCHOOL,Baldwin Park,Los Angeles,App GPA,3.916176471
SILVER CREEK HIGH SCHOOL053100,SILVER CREEK HIGH SCHOOL,San Jose,Santa Clara,Enrl GPA,4.225
SILVER CREEK HIGH SCHOOL053100,SILVER CREEK HIGH SCHOOL,San Jose,Santa Clara,Adm GPA,4.2425
SILVER CREEK HIGH SCHOOL053100,SILVER CREEK HIGH SCHOOL,San Jose,Santa Clara,App GPA,3.973529412
SILVERADO HIGH SCHOOL053682,SILVERADO HIGH SCHOOL,Victorville,San Bernardino,Enrl GPA,
SILVERADO HIGH SCHOOL053682,SILVERADO HIGH SCHOOL,Victorville,San Bernardino,Adm GPA,
SILVERADO HIGH SCHOOL053682,SILVERADO HIGH SCHOOL,Victorville,San Bernardino,App GPA,3.577368421
SIMI VALLEY HIGH SCHOOL053380,SIMI VALLEY HIGH SCHOOL,Simi Valley,Ventura,Enrl GPA,
SIMI VALLEY HIGH SCHOOL053380,SIMI VALLEY HIGH SCHOOL,Simi Valley,Ventura,Adm GPA,4.2725
SIMI VALLEY HIGH SCHOOL053380,SIMI VALLEY HIGH SCHOOL,Simi Valley,Ventura,App GPA,4.054528302
SKY MOUNTAIN CHARTER SCHOOL054344,SKY MOUNTAIN CHARTER SCHOOL,Placerville,El Dorado,Enrl GPA,
SKY MOUNTAIN CHARTER SCHOOL054344,SKY MOUNTAIN CHARTER SCHOOL,Placerville,El Dorado,Adm GPA,
SKY MOUNTAIN CHARTER SCHOOL054344,SKY MOUNTAIN CHARTER SCHOOL,Placerville,El Dorado,App GPA,4.203333333
SKYLINE HIGH SCHOOL052238,SKYLINE HIGH SCHOOL,Oakland,Alameda,Enrl GPA,
SKYLINE HIGH SCHOOL052238,SKYLINE HIGH SCHOOL,Oakland,Alameda,Adm GPA,4.195454545
SKYLINE HIGH SCHOOL052238,SKYLINE HIGH SCHOOL,Oakland,Alameda,App GPA,3.866235294
SOAR HIGH SCHOOL051869,SOAR HIGH SCHOOL,Lancaster,Los Angeles,Enrl GPA,4.185
SOAR HIGH SCHOOL051869,SOAR HIGH SCHOOL,Lancaster,Los Angeles,Adm GPA,4.117777778
SOAR HIGH SCHOOL051869,SOAR HIGH SCHOOL,Lancaster,Los Angeles,App GPA,4.019791667
SOCIAL JUSTICE HUMANITAS ACAD054542,SOCIAL JUSTICE HUMANITAS ACAD,San Fernando,Los Angeles,Enrl GPA,
SOCIAL JUSTICE HUMANITAS ACAD054542,SOCIAL JUSTICE HUMANITAS ACAD,San Fernando,Los Angeles,Adm GPA,
SOCIAL JUSTICE HUMANITAS ACAD054542,SOCIAL JUSTICE HUMANITAS ACAD,San Fernando,Los Angeles,App GPA,3.773684211
SOCIAL JUSTICE LDRSHP @ TORRES054444,SOCIAL JUSTICE LDRSHP @ TORRES,Los Angeles,Los Angeles,Enrl GPA,
SOCIAL JUSTICE LDRSHP @ TORRES054444,SOCIAL JUSTICE LDRSHP @ TORRES,Los Angeles,Los Angeles,Adm GPA,
SOCIAL JUSTICE LDRSHP @ TORRES054444,SOCIAL JUSTICE LDRSHP @ TORRES,Los Angeles,Los Angeles,App GPA,3.65875
SOJOURNER TRUTH ACADEMY052224,SOJOURNER TRUTH ACADEMY,Oakland,Alameda,Enrl GPA,
SOJOURNER TRUTH ACADEMY052224,SOJOURNER TRUTH ACADEMY,Oakland,Alameda,Adm GPA,
SOJOURNER TRUTH ACADEMY052224,SOJOURNER TRUTH ACADEMY,Oakland,Alameda,App GPA,3.33875
SOLEDAD HIGH SCHOOL053557,SOLEDAD HIGH SCHOOL,Soledad,Monterey,Enrl GPA,4.207142857
SOLEDAD HIGH SCHOOL053557,SOLEDAD HIGH SCHOOL,Soledad,Monterey,Adm GPA,4.211
SOLEDAD HIGH SCHOOL053557,SOLEDAD HIGH SCHOOL,Soledad,Monterey,App GPA,4.010606061
SONIA SOTOMAYOR ARTS SCI ACAD052355,SONIA SOTOMAYOR ARTS SCI ACAD,Los Angeles,Los Angeles,Enrl GPA,
SONIA SOTOMAYOR ARTS SCI ACAD052355,SONIA SOTOMAYOR ARTS SCI ACAD,Los Angeles,Los Angeles,Adm GPA,
SONIA SOTOMAYOR ARTS SCI ACAD052355,SONIA SOTOMAYOR ARTS SCI ACAD,Los Angeles,Los Angeles,App GPA,2.99
SONOMA VALLEY HIGH SCHOOL053390,SONOMA VALLEY HIGH SCHOOL,Sonoma,Sonoma,Enrl GPA,
SONOMA VALLEY HIGH SCHOOL053390,SONOMA VALLEY HIGH SCHOOL,Sonoma,Sonoma,Adm GPA,
SONOMA VALLEY HIGH SCHOOL053390,SONOMA VALLEY HIGH SCHOOL,Sonoma,Sonoma,App GPA,3.718529412
SONORA HIGH SCHOOL051327,SONORA HIGH SCHOOL,La Habra,Orange,Enrl GPA,
SONORA HIGH SCHOOL051327,SONORA HIGH SCHOOL,La Habra,Orange,Adm GPA,
SONORA HIGH SCHOOL051327,SONORA HIGH SCHOOL,La Habra,Orange,App GPA,4.027575758
SONORA HIGH SCHOOL053395,SONORA HIGH SCHOOL,Sonora,Tuolumne,Enrl GPA,
SONORA HIGH SCHOOL053395,SONORA HIGH SCHOOL,Sonora,Tuolumne,Adm GPA,
SONORA HIGH SCHOOL053395,SONORA HIGH SCHOOL,Sonora,Tuolumne,App GPA,4.16375
SOQUEL HIGH SCHOOL053398,SOQUEL HIGH SCHOOL,Soquel,Santa Cruz,Enrl GPA,
SOQUEL HIGH SCHOOL053398,SOQUEL HIGH SCHOOL,Soquel,Santa Cruz,Adm GPA,4.25
SOQUEL HIGH SCHOOL053398,SOQUEL HIGH SCHOOL,Soquel,Santa Cruz,App GPA,4.069487179
SOUTH EAST HIGH SCHOOL053980,SOUTH EAST HIGH SCHOOL,South Gate,Los Angeles,Enrl GPA,
SOUTH EAST HIGH SCHOOL053980,SOUTH EAST HIGH SCHOOL,South Gate,Los Angeles,Adm GPA,4.183333333
SOUTH EAST HIGH SCHOOL053980,SOUTH EAST HIGH SCHOOL,South Gate,Los Angeles,App GPA,3.766222222
SOUTH EL MONTE HIGH SCHOOL053404,SOUTH EL MONTE HIGH SCHOOL,South El Monte,Los Angeles,Enrl GPA,
SOUTH EL MONTE HIGH SCHOOL053404,SOUTH EL MONTE HIGH SCHOOL,South El Monte,Los Angeles,Adm GPA,4.213333333
SOUTH EL MONTE HIGH SCHOOL053404,SOUTH EL MONTE HIGH SCHOOL,South El Monte,Los Angeles,App GPA,3.89
SOUTH GATE HIGH SCHOOL053400,SOUTH GATE HIGH SCHOOL,South Gate,Los Angeles,Enrl GPA,
SOUTH GATE HIGH SCHOOL053400,SOUTH GATE HIGH SCHOOL,South Gate,Los Angeles,Adm GPA,4.194166667
SOUTH GATE HIGH SCHOOL053400,SOUTH GATE HIGH SCHOOL,South Gate,Los Angeles,App GPA,3.989259259
SOUTH HIGH SCHOOL050223,SOUTH HIGH SCHOOL,Bakersfield,Kern,Enrl GPA,
SOUTH HIGH SCHOOL050223,SOUTH HIGH SCHOOL,Bakersfield,Kern,Adm GPA,4.271428571
SOUTH HIGH SCHOOL050223,SOUTH HIGH SCHOOL,Bakersfield,Kern,App GPA,3.824
SOUTH HIGH SCHOOL053522,SOUTH HIGH SCHOOL,Torrance,Los Angeles,Enrl GPA,
SOUTH HIGH SCHOOL053522,SOUTH HIGH SCHOOL,Torrance,Los Angeles,Adm GPA,4.263125
SOUTH HIGH SCHOOL053522,SOUTH HIGH SCHOOL,Torrance,Los Angeles,App GPA,4.016
SOUTH HILLS HIGH SCHOOL050704,SOUTH HILLS HIGH SCHOOL,West Covina,Los Angeles,Enrl GPA,4.275
SOUTH HILLS HIGH SCHOOL050704,SOUTH HILLS HIGH SCHOOL,West Covina,Los Angeles,Adm GPA,4.282857143
SOUTH HILLS HIGH SCHOOL050704,SOUTH HILLS HIGH SCHOOL,West Covina,Los Angeles,App GPA,4.144791667
SOUTH PASADENA HIGH SCHOOL053410,SOUTH PASADENA HIGH SCHOOL,South Pasadena,Los Angeles,Enrl GPA,4.119090909
SOUTH PASADENA HIGH SCHOOL053410,SOUTH PASADENA HIGH SCHOOL,South Pasadena,Los Angeles,Adm GPA,4.158888889
SOUTH PASADENA HIGH SCHOOL053410,SOUTH PASADENA HIGH SCHOOL,South Pasadena,Los Angeles,App GPA,3.965813953
SOUTH SAN FRANCISCO HS053415,SOUTH SAN FRANCISCO HS,South San Francisco,San Mateo,Enrl GPA,
SOUTH SAN FRANCISCO HS053415,SOUTH SAN FRANCISCO HS,South San Francisco,San Mateo,Adm GPA,
SOUTH SAN FRANCISCO HS053415,SOUTH SAN FRANCISCO HS,South San Francisco,San Mateo,App GPA,3.827435897
SOUTH TAHOE HIGH SCHOOL050075,SOUTH TAHOE HIGH SCHOOL,South Lake Tahoe,El Dorado,Enrl GPA,
SOUTH TAHOE HIGH SCHOOL050075,SOUTH TAHOE HIGH SCHOOL,South Lake Tahoe,El Dorado,Adm GPA,
SOUTH TAHOE HIGH SCHOOL050075,SOUTH TAHOE HIGH SCHOOL,South Lake Tahoe,El Dorado,App GPA,4.020416667
SOUTHWEST HIGH SCHOOL050816,SOUTHWEST HIGH SCHOOL,El Centro,Imperial,Enrl GPA,4.181428571
SOUTHWEST HIGH SCHOOL050816,SOUTHWEST HIGH SCHOOL,El Centro,Imperial,Adm GPA,4.232307692
SOUTHWEST HIGH SCHOOL050816,SOUTHWEST HIGH SCHOOL,El Centro,Imperial,App GPA,4.000270270
SOUTHWEST HIGH SCHOOL052892,SOUTHWEST HIGH SCHOOL,San Diego,San Diego,Enrl GPA,4.166666667
SOUTHWEST HIGH SCHOOL052892,SOUTHWEST HIGH SCHOOL,San Diego,San Diego,Adm GPA,4.204166667
SOUTHWEST HIGH SCHOOL052892,SOUTHWEST HIGH SCHOOL,San Diego,San Diego,App GPA,3.994833333
STEAM LEGACY HIGH SCHOOL CMPLX054649,STEAM LEGACY HIGH SCHOOL CMPLX,South Gate,Los Angeles,Enrl GPA,
STEAM LEGACY HIGH SCHOOL CMPLX054649,STEAM LEGACY HIGH SCHOOL CMPLX,South Gate,Los Angeles,Adm GPA,4.172
STEAM LEGACY HIGH SCHOOL CMPLX054649,STEAM LEGACY HIGH SCHOOL CMPLX,South Gate,Los Angeles,App GPA,3.927619048
STEELE CANYON HIGH SCHOOL053613,STEELE CANYON HIGH SCHOOL,Spring Valley,San Diego,Enrl GPA,4.308333333
STEELE CANYON HIGH SCHOOL053613,STEELE CANYON HIGH SCHOOL,Spring Valley,San Diego,Adm GPA,4.285833333
STEELE CANYON HIGH SCHOOL053613,STEELE CANYON HIGH SCHOOL,Spring Valley,San Diego,App GPA,4.0158
STELLA HIGH CHARTER ACADEMY054207,STELLA HIGH CHARTER ACADEMY,Los Angeles,Los Angeles,Enrl GPA,
STELLA HIGH CHARTER ACADEMY054207,STELLA HIGH CHARTER ACADEMY,Los Angeles,Los Angeles,Adm GPA,
STELLA HIGH CHARTER ACADEMY054207,STELLA HIGH CHARTER ACADEMY,Los Angeles,Los Angeles,App GPA,3.637083333
STEM ACADEMY OF HOLLYWOOD054624,STEM ACADEMY OF HOLLYWOOD,Hollywood,Los Angeles,Enrl GPA,
STEM ACADEMY OF HOLLYWOOD054624,STEM ACADEMY OF HOLLYWOOD,Hollywood,Los Angeles,Adm GPA,4.144
STEM ACADEMY OF HOLLYWOOD054624,STEM ACADEMY OF HOLLYWOOD,Hollywood,Los Angeles,App GPA,3.873157895
STOCKDALE HIGH SCHOOL050217,STOCKDALE HIGH SCHOOL,Bakersfield,Kern,Enrl GPA,4.251111111
STOCKDALE HIGH SCHOOL050217,STOCKDALE HIGH SCHOOL,Bakersfield,Kern,Adm GPA,4.234
STOCKDALE HIGH SCHOOL050217,STOCKDALE HIGH SCHOOL,Bakersfield,Kern,App GPA,4.058217822
STOCKTON COLLEGIATE INTERNATIO054424,STOCKTON COLLEGIATE INTERNATIO,Stockton,San Joaquin,Enrl GPA,
STOCKTON COLLEGIATE INTERNATIO054424,STOCKTON COLLEGIATE INTERNATIO,Stockton,San Joaquin,Adm GPA,
STOCKTON COLLEGIATE INTERNATIO054424,STOCKTON COLLEGIATE INTERNATIO,Stockton,San Joaquin,App GPA,3.854666667
STOCKTON EARLY COLLEGE ACADEMY054411,STOCKTON EARLY COLLEGE ACADEMY,Stockton,San Joaquin,Enrl GPA,4.19
STOCKTON EARLY COLLEGE ACADEMY054411,STOCKTON EARLY COLLEGE ACADEMY,Stockton,San Joaquin,Adm GPA,4.20625
STOCKTON EARLY COLLEGE ACADEMY054411,STOCKTON EARLY COLLEGE ACADEMY,Stockton,San Joaquin,App GPA,3.887288136
SULTANA HIGH SCHOOL051187,SULTANA HIGH SCHOOL,Hesperia,San Bernardino,Enrl GPA,
SULTANA HIGH SCHOOL051187,SULTANA HIGH SCHOOL,Hesperia,San Bernardino,Adm GPA,
SULTANA HIGH SCHOOL051187,SULTANA HIGH SCHOOL,Hesperia,San Bernardino,App GPA,3.8675
SUMMERVILLE UNION HIGH SCHOOL053560,SUMMERVILLE UNION HIGH SCHOOL,Tuolumne,Tuolumne,Enrl GPA,
SUMMERVILLE UNION HIGH SCHOOL053560,SUMMERVILLE UNION HIGH SCHOOL,Tuolumne,Tuolumne,Adm GPA,
SUMMERVILLE UNION HIGH SCHOOL053560,SUMMERVILLE UNION HIGH SCHOOL,Tuolumne,Tuolumne,App GPA,4.101666667
SUMMIT CHARTER COLLEGIATE ACAD054203,SUMMIT CHARTER COLLEGIATE ACAD,Porterville,Tulare,Enrl GPA,
SUMMIT CHARTER COLLEGIATE ACAD054203,SUMMIT CHARTER COLLEGIATE ACAD,Porterville,Tulare,Adm GPA,
SUMMIT CHARTER COLLEGIATE ACAD054203,SUMMIT CHARTER COLLEGIATE ACAD,Porterville,Tulare,App GPA,4.135454545
SUMMIT HIGH SCHOOL050897,SUMMIT HIGH SCHOOL,Fontana,San Bernardino,Enrl GPA,
SUMMIT HIGH SCHOOL050897,SUMMIT HIGH SCHOOL,Fontana,San Bernardino,Adm GPA,
SUMMIT HIGH SCHOOL050897,SUMMIT HIGH SCHOOL,Fontana,San Bernardino,App GPA,3.904181818
SUMMIT PREPARATORY CHARTER HIG053878,SUMMIT PREPARATORY CHARTER HIG,Redwood City,San Mateo,Enrl GPA,
SUMMIT PREPARATORY CHARTER HIG053878,SUMMIT PREPARATORY CHARTER HIG,Redwood City,San Mateo,Adm GPA,
SUMMIT PREPARATORY CHARTER HIG053878,SUMMIT PREPARATORY CHARTER HIG,Redwood City,San Mateo,App GPA,3.843478261
SUMMIT PUBLIC SCHOOL DENALI050051,SUMMIT PUBLIC SCHOOL DENALI,Sunnyvale,Santa Clara,Enrl GPA,
SUMMIT PUBLIC SCHOOL DENALI050051,SUMMIT PUBLIC SCHOOL DENALI,Sunnyvale,Santa Clara,Adm GPA,
SUMMIT PUBLIC SCHOOL DENALI050051,SUMMIT PUBLIC SCHOOL DENALI,Sunnyvale,Santa Clara,App GPA,4.097
SUMMIT PUBLIC SCHOOL K2052215,SUMMIT PUBLIC SCHOOL K2,El Cerrito,Contra Costa,Enrl GPA,
SUMMIT PUBLIC SCHOOL K2052215,SUMMIT PUBLIC SCHOOL K2,El Cerrito,Contra Costa,Adm GPA,4.188
SUMMIT PUBLIC SCHOOL K2052215,SUMMIT PUBLIC SCHOOL K2,El Cerrito,Contra Costa,App GPA,3.94875
SUMMIT PUBLIC SCHOOL TAMALPAIS054928,SUMMIT PUBLIC SCHOOL TAMALPAIS,San Pablo,Contra Costa,Enrl GPA,
SUMMIT PUBLIC SCHOOL TAMALPAIS054928,SUMMIT PUBLIC SCHOOL TAMALPAIS,San Pablo,Contra Costa,Adm GPA,3.976
SUMMIT PUBLIC SCHOOL TAMALPAIS054928,SUMMIT PUBLIC SCHOOL TAMALPAIS,San Pablo,Contra Costa,App GPA,3.807826087
SUMMIT PUBLIC SCHOOL-TAHOMA054620,SUMMIT PUBLIC SCHOOL-TAHOMA,San Jose,Santa Clara,Enrl GPA,
SUMMIT PUBLIC SCHOOL-TAHOMA054620,SUMMIT PUBLIC SCHOOL-TAHOMA,San Jose,Santa Clara,Adm GPA,
SUMMIT PUBLIC SCHOOL-TAHOMA054620,SUMMIT PUBLIC SCHOOL-TAHOMA,San Jose,Santa Clara,App GPA,4.0608
SUMMIT PUBLIC SCHOOLS SHASTA054815,SUMMIT PUBLIC SCHOOLS SHASTA,Daly City,San Mateo,Enrl GPA,4.218
SUMMIT PUBLIC SCHOOLS SHASTA054815,SUMMIT PUBLIC SCHOOLS SHASTA,Daly City,San Mateo,Adm GPA,4.16
SUMMIT PUBLIC SCHOOLS SHASTA054815,SUMMIT PUBLIC SCHOOLS SHASTA,Daly City,San Mateo,App GPA,4.046304348
SUN VALLEY MAGNET SCHOOL054787,SUN VALLEY MAGNET SCHOOL,Sun Valley,Los Angeles,Enrl GPA,
SUN VALLEY MAGNET SCHOOL054787,SUN VALLEY MAGNET SCHOOL,Sun Valley,Los Angeles,Adm GPA,
SUN VALLEY MAGNET SCHOOL054787,SUN VALLEY MAGNET SCHOOL,Sun Valley,Los Angeles,App GPA,3.935454545
SUNNY HILLS HIGH SCHOOL051008,SUNNY HILLS HIGH SCHOOL,Fullerton,Orange,Enrl GPA,4.140833333
SUNNY HILLS HIGH SCHOOL051008,SUNNY HILLS HIGH SCHOOL,Fullerton,Orange,Adm GPA,4.181764706
SUNNY HILLS HIGH SCHOOL051008,SUNNY HILLS HIGH SCHOOL,Fullerton,Orange,App GPA,4.015605096
SUNNYSIDE HIGH SCHOOL051045,SUNNYSIDE HIGH SCHOOL,Fresno,Fresno,Enrl GPA,
SUNNYSIDE HIGH SCHOOL051045,SUNNYSIDE HIGH SCHOOL,Fresno,Fresno,Adm GPA,4.186470588
SUNNYSIDE HIGH SCHOOL051045,SUNNYSIDE HIGH SCHOOL,Fresno,Fresno,App GPA,3.7545
SUSAN MILLER DORSEY HIGH SCHL051795,SUSAN MILLER DORSEY HIGH SCHL,Los Angeles,Los Angeles,Enrl GPA,
SUSAN MILLER DORSEY HIGH SCHL051795,SUSAN MILLER DORSEY HIGH SCHL,Los Angeles,Los Angeles,Adm GPA,
SUSAN MILLER DORSEY HIGH SCHL051795,SUSAN MILLER DORSEY HIGH SCHL,Los Angeles,Los Angeles,App GPA,3.64
SUTTER HIGH SCHOOL053475,SUTTER HIGH SCHOOL,Sutter,Sutter,Enrl GPA,
SUTTER HIGH SCHOOL053475,SUTTER HIGH SCHOOL,Sutter,Sutter,Adm GPA,
SUTTER HIGH SCHOOL053475,SUTTER HIGH SCHOOL,Sutter,Sutter,App GPA,3.832222222
SWEETWATER UNION HIGH SCHOOL052105,SWEETWATER UNION HIGH SCHOOL,National City,San Diego,Enrl GPA,
SWEETWATER UNION HIGH SCHOOL052105,SWEETWATER UNION HIGH SCHOOL,National City,San Diego,Adm GPA,4.305
SWEETWATER UNION HIGH SCHOOL052105,SWEETWATER UNION HIGH SCHOOL,National City,San Diego,App GPA,3.915
SYLMAR BIOTECH HLTH & ENG MGNT054840,SYLMAR BIOTECH HLTH & ENG MGNT,Sylmar,Los Angeles,Enrl GPA,
SYLMAR BIOTECH HLTH & ENG MGNT054840,SYLMAR BIOTECH HLTH & ENG MGNT,Sylmar,Los Angeles,Adm GPA,
SYLMAR BIOTECH HLTH & ENG MGNT054840,SYLMAR BIOTECH HLTH & ENG MGNT,Sylmar,Los Angeles,App GPA,4.038
SYLMAR HIGH SCHOOL052908,SYLMAR HIGH SCHOOL,Sylmar,Los Angeles,Enrl GPA,
SYLMAR HIGH SCHOOL052908,SYLMAR HIGH SCHOOL,Sylmar,Los Angeles,Adm GPA,4.278
SYLMAR HIGH SCHOOL052908,SYLMAR HIGH SCHOOL,Sylmar,Los Angeles,App GPA,3.979318182
SYNERGY QUANTUM ACADEMY054531,SYNERGY QUANTUM ACADEMY,Los Angeles,Los Angeles,Enrl GPA,
SYNERGY QUANTUM ACADEMY054531,SYNERGY QUANTUM ACADEMY,Los Angeles,Los Angeles,Adm GPA,4.2
SYNERGY QUANTUM ACADEMY054531,SYNERGY QUANTUM ACADEMY,Los Angeles,Los Angeles,App GPA,4.064705882
TAHOE TRUCKEE HIGH SCHOOL053540,TAHOE TRUCKEE HIGH SCHOOL,Truckee,Placer,Enrl GPA,
TAHOE TRUCKEE HIGH SCHOOL053540,TAHOE TRUCKEE HIGH SCHOOL,Truckee,Placer,Adm GPA,4.192
TAHOE TRUCKEE HIGH SCHOOL053540,TAHOE TRUCKEE HIGH SCHOOL,Truckee,Placer,App GPA,4.071111111
TAHQUITZ HIGH SCHOOL054214,TAHQUITZ HIGH SCHOOL,Hemet,Riverside,Enrl GPA,
TAHQUITZ HIGH SCHOOL054214,TAHQUITZ HIGH SCHOOL,Hemet,Riverside,Adm GPA,
TAHQUITZ HIGH SCHOOL054214,TAHQUITZ HIGH SCHOOL,Hemet,Riverside,App GPA,3.885294118
TAMALPAIS HIGH SCHOOL051975,TAMALPAIS HIGH SCHOOL,Mill Valley,Marin,Enrl GPA,4.166
TAMALPAIS HIGH SCHOOL051975,TAMALPAIS HIGH SCHOOL,Mill Valley,Marin,Adm GPA,4.207037037
TAMALPAIS HIGH SCHOOL051975,TAMALPAIS HIGH SCHOOL,Mill Valley,Marin,App GPA,4.093219178
TAMISCAL HIGH SCHOOL051396,TAMISCAL HIGH SCHOOL,Larkspur,Marin,Enrl GPA,
TAMISCAL HIGH SCHOOL051396,TAMISCAL HIGH SCHOOL,Larkspur,Marin,Adm GPA,
TAMISCAL HIGH SCHOOL051396,TAMISCAL HIGH SCHOOL,Larkspur,Marin,App GPA,3.972941176
TEACH TECH CHARTER HIGH SCHOOL054770,TEACH TECH CHARTER HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,
TEACH TECH CHARTER HIGH SCHOOL054770,TEACH TECH CHARTER HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,
TEACH TECH CHARTER HIGH SCHOOL054770,TEACH TECH CHARTER HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.589375
TECHNOLOGY HIGH SCHOOL053849,TECHNOLOGY HIGH SCHOOL,Rohnert Park,Sonoma,Enrl GPA,
TECHNOLOGY HIGH SCHOOL053849,TECHNOLOGY HIGH SCHOOL,Rohnert Park,Sonoma,Adm GPA,
TECHNOLOGY HIGH SCHOOL053849,TECHNOLOGY HIGH SCHOOL,Rohnert Park,Sonoma,App GPA,3.998
TECHNOLOGY PREPARATORY ACADEMY054601,TECHNOLOGY PREPARATORY ACADEMY,San Fernando,Los Angeles,Enrl GPA,
TECHNOLOGY PREPARATORY ACADEMY054601,TECHNOLOGY PREPARATORY ACADEMY,San Fernando,Los Angeles,Adm GPA,
TECHNOLOGY PREPARATORY ACADEMY054601,TECHNOLOGY PREPARATORY ACADEMY,San Fernando,Los Angeles,App GPA,3.466
TEHACHAPI HIGH SCHOOL053490,TEHACHAPI HIGH SCHOOL,Tehachapi,Kern,Enrl GPA,
TEHACHAPI HIGH SCHOOL053490,TEHACHAPI HIGH SCHOOL,Tehachapi,Kern,Adm GPA,
TEHACHAPI HIGH SCHOOL053490,TEHACHAPI HIGH SCHOOL,Tehachapi,Kern,App GPA,4.185
TEMECULA PREPARATORY SCHOOL053643,TEMECULA PREPARATORY SCHOOL,Winchester,Riverside,Enrl GPA,
TEMECULA PREPARATORY SCHOOL053643,TEMECULA PREPARATORY SCHOOL,Winchester,Riverside,Adm GPA,
TEMECULA PREPARATORY SCHOOL053643,TEMECULA PREPARATORY SCHOOL,Winchester,Riverside,App GPA,4.142222222
TEMECULA VALLEY HIGH SCHOOL053499,TEMECULA VALLEY HIGH SCHOOL,Temecula,Riverside,Enrl GPA,4.261666667
TEMECULA VALLEY HIGH SCHOOL053499,TEMECULA VALLEY HIGH SCHOOL,Temecula,Riverside,Adm GPA,4.269
TEMECULA VALLEY HIGH SCHOOL053499,TEMECULA VALLEY HIGH SCHOOL,Temecula,Riverside,App GPA,3.980227273
